# Source: http://celex.mpi.nl/ with unknown license

#-----------------------------------------------------------------------
# test that we can override the stemming algorithm with our own mappings
# these must be tab-separated
# monkeys	monkey
# otters	otter
# some crazy ones that a stemmer would never do
# dogs	cat
a-al-tolletjes	a-al-tol
perforeermachine	perforeermachine
perforeermachines	perforeermachine
perforeert	perforeer
perforeren	perforeer
perforerend	perforeer
perforerende	perforeer
performance	performance
performances	performance
pergolaatje	pergola
pergolaatjes	pergola
pergola's	pergola
periculeus	periculeuz
periculeust	periculeuz
periculeuste	periculeuz
periculeuzer	periculeuz
periculeuzere	periculeuz
perifeer	perifeer
perifere	perifeer
periferieen	periferie
periferischer	periferisch
periferischere	periferisch
periferischt	periferisch
periferischte	periferisch
perifrase	perifrase
perifrasen	perifrase
perifrases	perifrase
periglaciale	periglaciaal
periheliumpassage	periheliumpassage
perikeltje	perikel
perikeltjes	perikel
perikoop	perikoop
perikopen	perikoop
periode	periode
perioden	periode
periodes	periode
periodetje	periode
periodetjes	periode
periodiseer	periodiseer
periodiseerde	periodiseer
periodiseerden	periodiseer
periodiseert	periodiseer
periodiseren	periodiseer
periodiserend	periodiseer
periodiserende	periodiseer
periodisering	periodisering
peripatetici	peripateticus
peripetieen	peripetie
peri's	peri
periscoop	periscoop
periscoopdiepte	periscoopdiepte
periscopen	periscoop
peristeria	peristerium
peristyle	peristyle
peristylen	peristyle
peritoneale	peritoneaal
perkaline	perkaline
perkamentachtig	perkamentachtig
perkamentachtige	perkamentachtig
perkamenteer	perkamenteer
perkamenteerde	perkamenteer
perkamenteerden	perkamenteer
perkamenteert	perkamenteer
perkamenteren	perkamenteer
perkamenterend	perkamenteer
perkamenterende	perkamenteer
perkamentrollen	perkamentrol
perkeloos	perkelooz
perkeloze	perkelooz
perkend	perk
perkende	perk
Perkins	Perkins
perkjes	perk
perkoenpaal	perkoenpaal
perkoenpalen	perkoenpaal
perkt	perk
perkte	perk
perkten	perk
Perm	Perm
permanenties	permanentie
permissies	permissie
permitteer	permitteer
permitteerde	permitteer
permitteerden	permitteer
permitteert	permitteer
permitteren	permitteer
permitterend	permitteer
permitterende	permitteer
permutaties	permutatie
pernicieus	pernicieuz
pernicieust	pernicieuz
pernicieuste	pernicieuz
pernicieuzer	pernicieuz
pernicieuzere	pernicieuz
peronisme	peronisme
peroperatief	peroperatiev
peroraties	peroratie
peroreer	peroreer
peroreerde	peroreer
peroreerden	peroreer
peroreert	peroreer
peroreren	peroreer
perorerend	peroreer
perorerende	peroreer
peroxydase	peroxydase
peroxydases	peroxydase
peroxyde	peroxyde
peroxyden	peroxyde
peroxydes	peroxyde
perpendiculariseer	perpendiculariseer
perpendiculariseerde	perpendiculariseer
perpendiculariseerden	perpendiculariseer
perpendiculariseert	perpendiculariseer
perpendiculariseren	perpendiculariseer
perpendiculariserend	perpendiculariseer
perpendiculariserende	perpendiculariseer
perpetueerde	perpetueer
perpetueerden	perpetueer
perpetueert	perpetueer
perpetuele	perpetueel
perpetueren	perpetueer
perpetuerend	perpetueer
perpetuerende	perpetueer
Perpignan	Perpignan
perplexer	perplex
perplexere	perplex
perplext	perplex
perplexte	perplex
perronkaartje	perronkaart
perronkaartjes	perronkaart
perronnetje	perron
perronnetjes	perron
perronwagen	perronwagen
pers	perz
persafdeling	persafdeling
persafdelingen	persafdeling
persagentschappen	persagentschap
persattache	persattache
persattaches	persattache
persbaar	persbaar
persbaggermolen	persbaggermolen
persbare	persbaar
persbomen	persboom
persboom	persboom
persbrood	persbrood
persbuis	persbuiz
persbureaus	persbureau
perscampagne	perscampagne
perscampagnes	perscampagne
perscentra	perscentrum
perscommentaar	perscommentaar
perscommentaren	perscommentaar
perscommuniques	perscommunique
persconferenties	persconferentie
perscongressen	perscongres
perscorrecties	perscorrectie
persecuteer	persecuteer
persecuteerde	persecuteer
persecuteerden	persecuteer
persecuteert	persecuteer
persecuteren	persecuteer
persecuterend	persecuteer
persecuterende	persecuteer
persecuties	persecutie
Perseiden	Perseide
persend	pers
persende	pers
persevereer	persevereer
persevereerde	persevereer
persevereerden	persevereer
persevereert	persevereer
persevereren	persevereer
persevererend	persevereer
persevererende	persevereer
persfotograaf	persfotograaf
persfotografen	persfotograaf
persfoto's	persfoto
persglas	persglaz
pershonig	pershonig
pershoning	pershoning
persienne	persienne
persiennes	persienne
persiflage	persiflage
persiflages	persiflage
persifleer	persifleer
persifleerde	persifleer
persifleerden	persifleer
persifleert	persifleer
persifleren	persifleer
persiflerend	persifleer
persiflerende	persifleer
persisteer	persisteer
persisteerde	persisteer
persisteerden	persisteer
persisteert	persisteer
persistenter	persistent
persistentere	persistent
persistentst	persistent
persistentste	persistent
persisteren	persisteer
persisterend	persisteer
persisterende	persisteer
persklaar	persklaar
persklare	persklaar
perskleppen	persklep
persleiding	persleiding
persleidingen	persleiding
persluchtmachine	persluchtmachine
persluchtmachines	persluchtmachine
persmachine	persmachine
persmachines	persmachine
persmannen	persman
persmatrijs	persmatrijz
persmisdrijf	persmisdrijv
persmolen	persmolen
personage	personage
personages	personage
personalia	personalium
personalisme	personalisme
personeel	personeel
personeelsaankoop	personeelsaankoop
personeelsaankopen	personeelsaankoop
personeelsadvertenties	personeelsadvertentie
personeelsbehoefte	personeelsbehoefte
personeelsbezetting	personeelsbezetting
personeelscheffinnen	personeelscheffin
personeelsfunctionarissen	personeelsfunctionaris
personeelsgegeven	personeelsgegeven
personeelsleden	personeelslid
personeelsorgaan	personeelsorgaan
personeelsorganen	personeelsorgaan
personeelsprobleem	personeelsprobleem
personeelsproblemen	personeelsprobleem
personeelsschaarste	personeelsschaarste
personeelsvereniging	personeelsvereniging
personeelsverenigingen	personeelsvereniging
personeelsvoorziening	personeelsvoorziening
personeelsvoorzieningen	personeelsvoorziening
personeelszaken	personeelszaak
personele	personeel
personen	persoon
personenauto's	personenauto
personenverkeer	personenverkeer
personenverzekering	personenverzekering
personenverzekeringen	personenverzekering
personenwagen	personenwagen
personificaties	personificatie
personifieerde	personifieer
personifieerden	personifieer
personifieert	personifieer
personifieren	personifieer
personifierend	personifieer
personifierende	personifieer
persoon	persoon
persoonlijk	persoonlijk
persoonlijke	persoonlijk
persoonlijker	persoonlijk
persoonlijkere	persoonlijk
persoonlijkheden	persoonlijkheid
persoonlijkheid	persoonlijkheid
persoonlijkheidsdimensies	persoonlijkheidsdimensie
persoonlijkheidseigenschappen	persoonlijkheidseigenschap
persoonlijkheidsleer	persoonlijkheidsleer
persoonlijkheidsontwikkeling	persoonlijkheidsontwikkeling
persoonlijkheidsprobleem	persoonlijkheidsprobleem
persoonlijkheidsproblemen	persoonlijkheidsprobleem
persoonlijkheidspsychologen	persoonlijkheidspsycholoog
persoonlijkheidspsycholoog	persoonlijkheidspsycholoog
persoonlijkheidsstoornissen	persoonlijkheidsstoornis
persoonlijkheidsstructuren	persoonlijkheidsstructuur
persoonlijkheidsstructuur	persoonlijkheidsstructuur
persoonlijkheidssysteem	persoonlijkheidssysteem
persoonlijkheidstheoretici	persoonlijkheidstheoreticus
persoonlijkheidstheorieen	persoonlijkheidstheorie
persoonlijkheidstype	persoonlijkheidstype
persoonlijkheidsvariabele	persoonlijkheidsvariabele
persoonlijkheidsvariabelen	persoonlijkheidsvariabele
persoonlijkheidsverandering	persoonlijkheidsverandering
persoonlijkst	persoonlijk
persoonlijkste	persoonlijk
persoons	persoon
persoonsafhankelijk	persoonsafhankelijk
persoonsafhankelijke	persoonsafhankelijk
persoonsafhankelijker	persoonsafhankelijk
persoonsafhankelijkere	persoonsafhankelijk
persoonsafhankelijkst	persoonsafhankelijk
persoonsafhankelijkste	persoonsafhankelijk
persoonsbeschrijving	persoonsbeschrijving
persoonsbeschrijvingen	persoonsbeschrijving
persoonsbewijs	persoonsbewijz
persoonsgebonden	persoonsgebonden
persoonsgegeven	persoonsgegeven
persoonsnaam	persoonsnaam
persoonsnamen	persoonsnaam
persoonsontwikkeling	persoonsontwikkeling
persoonsregistraties	persoonsregistratie
persoonsverbeelding	persoonsverbeelding
persoonsverbeeldingen	persoonsverbeelding
persoonsverdubbeling	persoonsverdubbeling
persoonsverheerlijking	persoonsverheerlijking
persoonsverwisseling	persoonsverwisseling
persoonsverwisselingen	persoonsverwisseling
persoonsvorming	persoonsvorming
persoontje	persoon
persoontjes	persoon
persorgaan	persorgaan
persorganen	persorgaan
perspectief	perspectiev
perspectieftekening	perspectieftekening
perspectieftekeningen	perspectieftekening
perspenning	perspenning
perspenningen	perspenning
perspireer	perspireer
perspireerde	perspireer
perspireerden	perspireer
perspireert	perspireer
perspireren	perspireer
perspirerend	perspireer
perspirerende	perspireer
perspotje	perspot
perspotjes	perspot
persprijs	persprijz
persraad	persraad
persrevisies	persrevisie
persstemmen	persstem
perst	pers
perste	pers
persten	pers
perstribune	perstribune
perstribunes	perstribune
persuadeer	persuadeer
persuadeerde	persuadeer
persuadeerden	persuadeer
persuadeert	persuadeer
persuaderen	persuadeer
persuaderend	persuadeer
persuaderende	persuadeer
persuasief	persuasiev
persuasiefst	persuasiev
persuasiefste	persuasiev
persuasiever	persuasiev
persuasievere	persuasiev
persvoorlichting	persvoorlichting
persvoorstelling	persvoorstelling
persvoorstellingen	persvoorstelling
persvrijheid	persvrijheid
persweeen	perswee
perswezen	perswezen
perszaken	perszaak
perte	perte
pertinenter	pertinent
pertinentere	pertinent
pertinentst	pertinent
pertinentste	pertinent
perturbatien	perturbatie
perturbaties	perturbatie
Peru	Peru
Peruaan	Peruaan
Peruanen	Peruaan
perubalsembomen	perubalsemboom
perubalsemboom	perubalsemboom
Peruviaans	Peruviaans
Peruviaanse	Peruviaans
pervers	pervers
perverse	pervers
perverseling	perverseling
perverselingen	perverseling
perverser	pervers
perversere	pervers
perversies	perversie
perverst	pervers
perverste	pervers
perverteer	perverteer
perverteerde	perverteer
perverteerden	perverteer
perverteert	perverteer
perverteren	perverteer
perverterend	perverteer
perverterende	perverteer
Perzen	Perz
Perzie	Perzie
perzikbomen	perzikboom
perzikboom	perzikboom
perzikebomen	perzikeboom
perzikeboom	perzikeboom
perzikhuidje	perzikhuid
Perzisch	Perzisch
Perzische	Perzisch
Pesach	Pesach
pesante	pesante
peseta's	peseta
peso's	peso
pessaria	pessarium
pessimisme	pessimisme
pessimiste	pessimiste
pessimistischer	pessimistisch
pessimistischere	pessimistisch
pessimistischt	pessimistisch
pessimistischte	pessimistisch
pestbacillen	pestbacil
pestbacterien	pestbacterie
pestblaar	pestblaar
pestblaren	pestblaar
pestend	pest
pestende	pest
pestepidemieen	pestepidemie
pesterig	pesterig
pesterige	pesterig
pesteriger	pesterig
pesterigere	pesterig
pesterigst	pesterig
pesterigste	pesterig
pestgevallen	pestgeval
pestgezwellen	pestgezwel
pesthuis	pesthuiz
pesticide	pesticide
pesticiden	pesticide
pestilentien	pestilentie
pestilenties	pestilentie
pestkoorts	pestkoorts
pestkoppen	pestkop
peststreek	peststreek
peststreken	peststreek
pestziekte	pestziekte
Pete	Pete
petekinderen	petekind
peten	peet
Petersburg	Petersburg
peterseliesaus	peterseliesauz
peterseliezaad	peterseliezaad
Petersen	Petersen
petertje	peter
petertjes	peter
petieterig	petieterig
petieterige	petieterig
petieteriger	petieterig
petieterigere	petieterig
petieterigheid	petieterigheid
petieterigst	petieterig
petieterigste	petieterig
petietertje	petieter
petietertjes	petieter
petillanter	petillant
petillantere	petillant
petillantst	petillant
petillantste	petillant
petilleer	petilleer
petilleerde	petilleer
petilleerden	petilleer
petilleert	petilleer
petilleren	petilleer
petillerend	petilleer
petillerende	petilleer
petit-fours	petit-four
petitien	petitie
petities	petitie
petitionarissen	petitionaris
petitioneer	petitioneer
petitioneerde	petitioneer
petitioneerden	petitioneer
petitioneert	petitioneer
petitioneren	petitioneer
petitionerend	petitioneer
petitionerende	petitioneer
petitionering	petitionering
petomaan	petomaan
petomanen	petomaan
Petra	Petra
petrarkisme	petrarkisme
petrificaties	petrificatie
petrificeer	petrificeer
petrificeerde	petrificeer
petrificeerden	petrificeer
petrificeert	petrificeer
petrificeren	petrificeer
petrificerend	petrificeer
petrificerende	petrificeer
petrifieerde	petrifieer
petrifieerden	petrifieer
petrifieert	petrifieer
petrifieren	petrifieer
petrifierend	petrifieer
petrifierende	petrifieer
petrischaal	petrischaal
petrischalen	petrischaal
petrissage	petrissage
petrochemicalien	petrochemicalie
petrogenese	petrogenese
petroleumaandeel	petroleumaandeel
petroleumaandelen	petroleumaandeel
petroleumbronnen	petroleumbron
petroleumhaven	petroleumhaven
petroleumhoudend	petroleumhoudend
petroleumhoudende	petroleumhoudend
petroleumkannen	petroleumkan
petroleumlaag	petroleumlaag
petroleumlagen	petroleumlaag
petroleumleiding	petroleumleiding
petroleumleidingen	petroleumleiding
petroleumlichtje	petroleumlicht
petroleumlichtjes	petroleumlicht
petroleumstellen	petroleumstel
petroleumtankschepen	petroleumtankschip
petroleumwaarde	petroleumwaarde
petroleumwaarden	petroleumwaarde
petrologen	petroloog
petroloog	petroloog
Petrus	Petrus
pets	pets
petsend	pets
petsende	pets
petst	pets
petste	pets
petsten	pets
petunia's	petunia
peukje	peuk
peukjes	peuk
peulde	peul
peulden	peul
peuldoppen	peuldop
peulend	peul
peulende	peul
peuleschillen	peuleschil
peulgewassen	peulgewas
peulschillen	peulschil
peult	peul
peultje	peul
peultjes	peul
peurde	peur
peurden	peur
peurend	peur
peurende	peur
peurt	peur
peuteraar	peuteraar
peuteraars	peuteraar
peutercreche	peutercreche
peutercreches	peutercreche
peuterde	peuter
peuterden	peuter
peuterig	peuterig
peuterige	peuterig
peuteriger	peuterig
peuterigere	peuterig
peuterigst	peuterig
peuterigste	peuterig
peuterklassen	peuterklas
peuterspeelzaal	peuterspeelzaal
peuterspeelzalen	peuterspeelzaal
peutert	peuter
peutertje	peuter
peutertjes	peuter
peuzelaar	peuzelaar
peuzelaars	peuzelaar
peuzelde	peuzel
peuzelden	peuzel
peuzeling	peuzeling
peuzelingen	peuzeling
peuzelt	peuzel
peuzeltje	peuzel
peuzeltjes	peuzel
pezen	peez
pezend	peez
pezende	peez
pezeweef	pezeweev
pezeweefde	pezeweev
pezeweefden	pezeweev
pezeweeft	pezeweev
pezeweven	pezeweev
pezewevend	pezeweev
pezewevende	pezeweev
peziger	pezig
pezigere	pezig
pezigheid	pezigheid
pezigst	pezig
pezigste	pezig
p-groepen	p-groep
Phil	Phil
Philadelphia	Philadelphia
Philip	Philip
Philippe	Philippe
Piaget	Piaget
piamaatje	piama
piamaatjes	piama
piamajassen	piamajas
piama's	piama
pianino's	pianino
pianissimo's	pianissimo
pianiste	pianiste
pianistes	pianiste
pianobegeleiding	pianobegeleiding
pianoforte	pianoforte
pianofortes	pianoforte
pianoklasse	pianoklasse
pianoklassen	pianoklas
pianola's	pianola
pianoleraar	pianoleraar
pianoleraars	pianoleraar
pianoleraren	pianoleraar
pianoleraressen	pianolerares
pianolessen	pianoles
piano-orgels	piano-orgel
pianootje	piano
pianootjes	piano
piano's	piano
pianotrio's	pianotrio
pianovirtuoos	pianovirtuooz
pianovirtuozen	pianovirtuooz
piassen	pias
piasserig	piasserig
piasserige	piasserig
piasseriger	piasserig
piasserigere	piasserig
piasserigst	piasserig
piasserigste	piasserig
piassiger	piassig
piassigere	piassig
piassigst	piassig
piassigste	piassig
piazza's	piazza
picadores	picador
picaro's	picaro
pica's	pica
Picasso	Picasso
Piccadilly	Piccadilly
piccolootje	piccolo
piccolootjes	piccolo
piccolo's	piccolo
pickles	pickle
picknickt	picknick
picknickte	picknick
picknickten	picknick
pick-pack-knopen	pick-pack-knoop
pick-up-aansluitingen	pick-up-aansluiting
pickuppers	pickuppers
pick-ups	pick-up
pic-pac-knopen	pic-pac-knoop
picpussen	picpus
picrinezuur	picrinezuur
pictogrammen	pictogram
picturaal	picturaal
picturaalst	picturaal
picturaalste	picturaal
picturale	picturaal
picturaler	picturaal
picturalere	picturaal
picture	picture
piece	piece
pieces	piece
piedestallen	piedestal
piedestalletje	piedestal
piedestalletjes	piedestal
piefje	pief
piefjes	pief
piefpaffen	piefpaf
piefpaffend	piefpaf
piefpaffende	piefpaf
piefpaft	piefpaf
piefpafte	piefpaf
piefpaften	piefpaf
piekend	piek
piekende	piek
piekeraar	piekeraar
piekeraars	piekeraar
piekerde	pieker
piekerden	pieker
piekerig	piekerig
piekerige	piekerig
piekert	pieker
piekhaar	piekhaar
pieklastturbine	pieklastturbine
pieklastturbines	pieklastturbine
piekt	piek
piekte	piek
piekten	piek
piekuren	piekuur
piekuur	piekuur
piekvermogen	piekvermogen
pielde	piel
pielden	piel
pielend	piel
pielende	piel
pielepoot	pielepoot
pielepoten	pielepoot
pielt	piel
pieltje	piel
pieltjes	piel
piemelde	piemel
piemelden	piemel
piemelt	piemel
piemeltje	piemel
piemeltjes	piemel
pienterder	pienter
pienterdere	pienter
pienterheid	pienterheid
pienterst	pienter
pienterste	pienter
piepaatje	piepa
piepaatjes	piepa
piepa's	piepa
piepend	piep
piepende	piep
pieperig	pieperig
pieperige	pieperig
pieperiger	pieperig
pieperigere	pieperig
pieperigst	pieperig
pieperigste	pieperig
piepertje	pieper
piepertjes	pieper
piepjonger	piepjong
piepjongere	piepjong
piepjongst	piepjong
piepjongste	piepjong
piepkuiken	piepkuiken
piepstemmen	piepstem
piept	piep
piepte	piep
piepten	piep
pieptonen	pieptoon
pieptoon	pieptoon
pierde	pier
pierden	pier
pierdode	pierdood
pierdood	pierdood
pierenbadje	pierenbad
pierend	pier
pierende	pier
pierenverschrikkertje	pierenverschrikker
pierewaaide	pierewaai
pierewaaiden	pierewaai
pierewaait	pierewaai
Pierre	Pierre
pierrette	pierrette
pierrettes	pierrette
pierrootje	pierrot
pierrootjes	pierrot
Pierson	Pierson
piert	pier
piertje	pier
piertjes	pier
piesend	pies
piesende	pies
piesje	pies
piespotjes	piespot
piest	pies
pieste	pies
piesten	pies
Piet	Piet
pieta's	pieta
pieteitsvolle	pieteitsvol
pietepeuterig	pietepeuterig
pietepeuterige	pietepeuterig
pietepeuteriger	pietepeuterig
pietepeuterigere	pietepeuterig
pietepeuterigheid	pietepeuterigheid
pietepeuterigst	pietepeuterig
pietepeuterigste	pietepeuterig
Pieter	Pieter
pieterig	pieterig
pieterige	pieterig
pieteriger	pieterig
pieterigere	pieterig
pieterigst	pieterig
pieterigste	pieterig
pietermannen	pieterman
pietermannetje	pieterman
pietermannetjes	pieterman
Pieterspenning	Pieterspenning
pietisme	pietisme
pietje	piet
pietjes	piet
pietluttig	pietluttig
pietluttige	pietluttig
pietluttiger	pietluttig
pietluttigere	pietluttig
pietluttigheden	pietluttigheid
pietluttigheid	pietluttigheid
pietluttigst	pietluttig
pietluttigste	pietluttig
Pietro	Pietro
pietsies	pietsie
pietsje	pietsje
pietsjes	pietsje
pieus	pieuz
pieust	pieuz
pieuste	pieuz
pieuzer	pieuz
pieuzere	pieuz
